_id,pin,number,total_amount
6912656,0363S00229000000,1,105.45
6912657,0363S00247000000,2,1895.98
6912658,0363S00253000000,12,5685.85
6912659,0363S00263000000,64,8003.03
6912660,0363S00270000000,97,8676.13
6912661,0363S00275000000,83,375.9
6912662,0363S00295000000,1,18
6912663,0363S00320000000,71,23710.09
6912664,0363S00329000000,8,2424.13
6912665,0364B00045000000,1,294.4
6912666,0364B00065000000,1,800.6
6912667,0364C00047000000,31,15219.53
6912668,0364C00053000000,6,2610.47
6912669,0364C00057000000,19,12424.46
6912670,0364C00058000000,3,1726.45
6912671,0364C00070000000,11,6980.91
6912672,0364C00082000000,1,535.02
6912673,0364C00396000000,1,237.95
6912674,0364D00024000000,1,59.13
6912675,0364D00028000000,74,21058.02
6912676,0364D00032000000,1,197.71
6912677,0364D00070000000,61,7493.31
6912678,0364D00122000000,23,24651.86
6912679,0364D00147000000,8,455.2
6912680,0364D00160000000,8,455.2
6912681,0364D00244000000,81,3474.34
6912682,0364D00246000000,1,560.28
6912683,0364D00259000000,69,9725.52
6912684,0364D00397000000,4,3943.73
6912685,0364D00397000001,2,3253.75
6912686,0364F00012000000,2,1597.39
6912687,0364F00036000000,1,2600.82
6912688,0364F00039000000,1,396.45
6912689,0364F00059000000,2,2667.87
6912690,0364F00089000000,19,9673.73
6912691,0364F00108000000,6,1546.35
6912692,0364F00110000000,1,391.56
6912693,0364F00119000000,1,758.54
6912694,0364F00207000000,1,23069.12
6912695,0364F00230000000,4,75945.15
6912696,0364F00282000000,1,817.55
6912697,0364G00050000000,4,2470.42
6912698,0364G00054000000,1,341.98
6912699,0364G00064000000,3,1334.39
6912700,0364G00068000000,3,1326.33
6912701,0364G00069000000,2,510
6912702,0364G00119000000,3,2167.63
6912703,0364G00127000000,1,339.76
6912704,0364G00145000000,8,3338.49
6912705,0364G00177000000,1,273.78
6912706,0364G00185000000,3,2444.82
6912707,0364G00191000000,1,274.13
6912708,0364G00225000000,43,30488.11
6912709,0364G00230000000,1,264.81
6912710,0364G00260000000,19,8036.82
6912711,0364G00262000000,1,401.19
6912712,0364G00264000000,1,197.4
6912713,0364G00265000000,1,885.73
6912714,0364G00266000000,26,8928.53
6912715,0364G00267000000,1,1083.32
6912716,0364G00268000000,1,364.26
6912717,0364G00272000000,1,233.77
6912718,0364G00287000000,4,1749.3
6912719,0364G00291000000,1,542.23
6912720,0364G00296000000,3,1124.56
6912721,0364G00297000000,2,1213.44
6912722,0364G00304000000,1,150.4
6912723,0364G00308000000,1,2522.67
6912724,0364G00318000000,9,5516.81
6912725,0364G00339000000,1,402.4
6912726,0364G00340000000,3,2004.87
6912727,0364G00341000000,1,356.54
6912728,0364H00014000000,2,421.71
6912729,0364H00048000000,2,2486.98
6912730,0364H00075000000,15,4444.04
6912731,0364H00077000000,22,5273.93
6912732,0364H00082000000,4,1380.84
6912733,0364H00085000000,3,1418.81
6912734,0364H00092000000,5,1221.31
6912735,0364H00145000000,2,1334.72
6912736,0364H00180000000,40,9751.14
6912737,0364H00200000000,2,1099.82
6912738,0364H00272000000,2,571.43
6912739,0364H00275000000,23,12853.98
6912740,0364H00339000000,12,11033.82
6912741,0364H00349000000,8,1994.87
6912742,0364H00353000000,27,13867.56
6912743,0364H00376000000,2,1165.23
6912744,0364H00389000000,3,749.76
6912745,0364K00010000000,3,1005.44
6912746,0364K00019000000,1,628.3
6912747,0364K00065000000,3,1954.55
6912748,0364K00108000000,1,1535.2
6912749,0364K00136000000,5,6807.92
6912750,0364K00137000000,3,650.4
6912751,0364K00142000000,1,899.19
6912752,0364K00149000000,3,10188.62
6912753,0364K00167000000,1,1825.56
6912754,0364K00193000000,1,720.5
6912755,0364K00195000000,1,354.12
6912756,0364K00197000000,9,3884.4
6912757,0364K00205000000,1,255.99
6912758,0364K00246000000,1,393.12
6912759,0364K00365000001,3,5806.8
6912760,0364K00500000000,1,18.92
6912761,0364K03652000000,4,5043.1
6912762,0364L00072000000,1,358.06
6912763,0364L00117000000,1,803.16
6912764,0364L00153000000,1,1451.84
6912765,0364L00168000000,3,881.35
6912766,0364L00247000000,2,5178.95
6912767,0364L00256000000,1,665.81
6912768,0364L00274000000,1,274.51
6912769,0364L00310000000,24,3870.48
6912770,0364L00327000000,5,4111.61
6912771,0364L00332000000,5,3202.11
6912772,0364L00385000000,3,2254.02
6912773,0364L00393000000,3,2258.26
6912774,0364M00076000000,10,1927.46
6912775,0364M00082000000,4,5551.9
6912776,0364M00187000000,1,286.16
6912777,0364M00208000000,4,2040.4
6912778,0364M00222000000,2,1079.36
6912779,0364M00223000000,1,642.64
6912780,0364M00257000000,4,2819.42
6912781,0364M00274000000,3,583.95
6912782,0364M00309000000,2,2919.48
6912783,0364M00317000000,28,14474.32
6912784,0364M00333000000,1,880.76
6912785,0364M00358000000,1,656
6912786,0364M00372000000,1,341.03
6912787,0364N00012000000,1,1698.79
6912788,0364N00016000000,1,353.34
6912789,0364P00051000000,2,245.96
6912790,0364P00056000000,1,6
6912791,0364P00067000000,83,8225.85
6912792,0364P00122000000,1,513.13
6912793,0364P00126000000,1,163.8
6912794,0364P00153000000,6,1030.73
6912795,0364P00157000000,1,1381.85
6912796,0364P00180000000,8,12288.39
6912797,0364P00182000000,2,7.56
6912798,0364P00190000000,1,905.44
6912799,0364P00210000000,17,5470.7
6912800,0364P00262000000,1,5627.15
6912801,0364P00288000000,2,1225.11
6912802,0364P00296000000,14,1165.35
6912803,0364P00298000000,1,161.46
6912804,0364P00300000000,27,15048.69
6912805,0364P00306000000,5,1230.82
6912806,0364P00308000000,15,4187.31
6912807,0364P00380000000,1,105
6912808,0364R00023000000,111,1218.53
6912809,0364R00037000000,3,3319.13
6912810,0364R00056000000,6,4723.05
6912811,0364R00060000000,1,967.2
6912812,0364R00062000000,1,253.55
6912813,0364R00098000000,3,12681.46
6912814,0364R00104000000,83,9782.36
6912815,0364R00185000000,53,2467.4
6912816,0364R00244000000,1,10.3
6912817,0364R00245000000,108,3307.21
6912818,0364R00270000000,86,2288.83
6912819,0364R00272000000,1,78.75
6912820,0364R00299000000,23,1493.42
6912821,0364R00313000000,3,1300.81
6912822,0364R00317000000,25,10467.02
6912823,0364R00321000000,65,35825.94
6912824,0364R00325000000,3,104.4
6912825,0364R00332000000,43,7288.92
6912826,0364R00338000000,64,12929.64
6912827,0364R00339000000,47,5420.47
6912828,0364R00358000000,1,1064.34
6912829,0364R00361000000,2,814.36
6912830,0364S00015000000,4,2443.89
6912831,0364S00054000000,1,160.82
6912832,0364S00061000000,1,317.6
6912833,0364S00076000000,1,643.11
6912834,0364S00091000000,6,4489.23
6912835,0364S00140000000,6,6434.75
6912836,0364S00140000100,1,64.33
6912837,0364S00149000000,1,3459.08
6912838,0364S00173000000,11,3472.31
6912839,0364S00201000000,1,870.91
6912840,0364S00214000000,1,664.95
6912841,0364S00222000000,1,593.25
6912842,0364S00248000000,41,4904.89
6912843,0364S00253000000,35,3459.26
6912844,0364S00276000000,60,10313.95
6912845,0364S00283000000,8,4688.58
6912846,0364S00284000000,11,2326.45
6912847,0364k00112000000,1,3047.8
6912848,0365A00058000000,1,230.4
6912849,0365A00064000000,1,213.72
6912850,0365A00072000000,1,356.8
6912851,0365A00074000000,1,344.35
6912852,0365A00097000000,1,819.73
6912853,0365A00124000000,2,607.34
6912854,0365A00125000000,11,5816.33
6912855,0365A00130000000,1,3626.83
6912856,0365B00002000000,5,12770
6912857,0365B00004000000,3,4318.77
6912858,0365B00024000000,3,1998.93
6912859,0365B00085000000,1,116.83
6912860,0365B00086000000,3,580.85
6912861,0365B00104000000,1,1823.6
6912862,0365B00150000000,53,501.27
6912863,0365B00152000000,8,2982.04
6912864,0365B00156000100,8,47.55
6912865,0365B00164000100,2,6.9
6912866,0365B00224000000,1,597.87
6912867,0365C00102000000,1,18.9
6912868,0365C00203000000,13,7411.83
6912869,0365C00303000000,1,66.22
6912870,0365C00323000000,2,4407.77
6912871,0365C00363000000,74,385.26
6912872,0365C00365000000,3,4847.16
6912873,0365D00047000000,1,149
6912874,0365D00124000000,5,810.59
6912875,0365D00212000000,4,5524.54
6912876,0365D00291000000,1,251.16
6912877,0365D00328000000,53,2048.74
6912878,0365D00373000000,82,2580.93
6912879,0365E00012000000,14,5991.53
6912880,0365E00039000000,1,416.13
6912881,0365E00044000000,1,771.15
6912882,0365E00048000000,1,420.98
6912883,0365E00075000000,2,2568.86
6912884,0365E00096000000,5,704.02
6912885,0365E00099000000,1,306.54
6912886,0365E00109000000,16,188786.1
6912887,0365E00116000A00,1,18.06
6912888,0365E00116000D00,1,4563.9
6912889,0365E00116000E00,1,2716
6912890,0365E00133000000,1,85.14
6912891,0365F00010000000,1,436.31
6912892,0365F00026000000,1,312.18
6912893,0365F00385000000,1,1745.56
6912894,0365F00387000000,1,1005.25
6912895,0365F00393000000,54,31782.09
6912896,0365G00011000000,8,6553.73
6912897,0365G00017000000,2,2560.6
6912898,0365G00189000000,1,307.45
6912899,0365G00212000000,1,468.48
6912900,0365G00356000000,1,1197.7
6912901,0365G00366000000,3,3058.1
6912902,0365H00047000000,3,143.93
6912903,0365H00089000000,1,164.32
6912904,0365H00292000000,1,204.81
6912905,0365H00298000000,1,307.92
6912906,0365H00310000000,1,159.26
6912907,0365H00328000000,6,4819.14
6912908,0365H00339000000,41,5592.71
6912909,0365H00339000X00,2,129.98
6912910,0365H00358000000,5,4959.83
6912911,0365H00365000000,1,1469.1
6912912,0365K00178000000,1,1397.71
6912913,0365K00275000000,1,250.69
6912914,0365L00101000000,1,209.07
6912915,0365L00153000100,1,1.42
6912916,0365L00264000000,1,196.3
6912917,0365L00342000000,1,246.43
6912918,0365M00061000000,1,379.96
6912919,0365M00192000000,57,9855.64
6912920,0365M00196000000,1,2582.34
6912921,0365M00329000000,15,3517.51
6912922,0365M00390000000,1,449.09
6912923,0365R00077000000,1,44.2
6912924,0365R00201000000,53,6824.84
6912925,0365S00016000000,6,1229.7
6912926,0365S00056000000,1,1728.67
6912927,0365S00268000000,6,30279.69
6912928,0365S00344000000,5,1644.86
6912929,0366B00245000000,77,331.38
6912930,0366B00301000000,46,9032.6
6912931,0366C00090000000,33,90.63
6912932,0366D00201000000,73,9624.85
6912933,0366D00252000000,8,8075.7
6912934,0366G00109000000,1,196.65
6912935,0366H00316000000,1,762.22
6912936,0366H00329000000,22,110.62
6912937,0366L00002000000,1,122.98
6912938,0366L00151000000,1,1257.38
6912939,0366M00183000000,1,127.71
6912940,0366M00234000000,1,175.01
6912941,0366N00233000000,7,53.21
6912942,0366N00304000000,68,18870.9
6912943,0366R00026000000,5,1971.28
6912944,0366R00065000000,46,28416.47
6912945,0366R00097000000,1,4.73
6912946,0366R00101000000,1,352.86
6912947,0366R00105000000,1,329.21
6912948,0366R00149000000,2,757.24
6912949,0366R00156000000,1,611.34
6912950,0366R00278000000,1,264.41
6912951,0366R00305000000,1,127.24
6912952,0366S00069000000,1,285.25
6912953,0366S00242000000,1,182.58
6912954,0366S00262000000,6,4016.15
6912955,0366S00266000000,1,925.28
6912956,0366S00274000000,5,2464.23
6912957,0366S00349000000,2,502.11
6912958,0366S00374000000,22,1265.03
6912959,0367A00029000000,1,187.78
6912960,0367A00073000000,2,2481.61
6912961,0367A00104000000,1,205.75
6912962,0367A00243000000,9,773.34
6912963,0367A00247000000,4,1949.5
6912964,0367A00331000000,11,556.24
6912965,0367B00002000000,1,458.99
6912966,0367B00229000000,2,3079.03
6912967,0367C00019000000,2,537.25
6912968,0367C00031000000,92,9882.84
6912969,0367C00101000000,60,1404.73
6912970,0367C00149000000,5,4657.88
6912971,0367C00175000000,86,55560.61
6912972,0367C00181000000,1,328.74
6912973,0367C00290000000,1,210.96
6912974,0367C00334000000,1,190.71
6912975,0367D00276000000,2,870.46
6912976,0367D00366000000,67,10974.41
6912977,0367D00394000000,1,464.01
6912978,0367E00156000000,2,2.84
6912979,0367E00160000000,2,2.84
6912980,0367E00163000000,2,2.84
6912981,0367E00167000000,2,3115.2
6912982,0367E00314000000,3,4842.47
6912983,0367E00320000000,28,4971.42
6912984,0367E00325000000,32,14131.3
6912985,0367F00017000000,28,9593.71
6912986,0367F00020000000,40,18380.92
6912987,0367F00022000000,1,890.89
6912988,0367F00026000000,17,4990.64
6912989,0367F00028000000,23,8242.05
6912990,0367F00221000000,1,7.1
6912991,0367F00238000000,1,26.02
6912992,0367F00242000000,2,2670
6912993,0367F00248000000,1,2019.36
6912994,0367F00254000000,3,3257.62
6912995,0367F00395000000,1,2.84
6912996,0367G00131000000,1,44.94
6912997,0367G00172000000,1,130
6912998,0367G00197000000,1,66.22
6912999,0367G00201000000,1,47.3
6913000,0367G00208000000,3,3393.65
6913001,0367G00214000000,1,47.3
6913002,0367G00221000000,1,47.3
6913003,0367G00226000000,1,73.32
6913004,0367G00255000000,2,681.61
6913005,0367G00269000000,30,10144.83
6913006,0367G00287000000,1,4.73
6913007,0367G00288000000,1,307.45
6913008,0367G00293000000,2,798.82
6913009,0367H00015000000,2,347.58
6913010,0367H00206000000,91,11955.49
6913011,0367H00248000000,1,3263.92
6913012,0367J00048000000,1,41.15
6913013,0367J00100000000,1,4.73
6913014,0367J00122000000,1,14.19
6913015,0367J00128000000,1,16.56
6913016,0367J00172000000,87,15516.04
6913017,0367J00182000000,78,20001.6
6913018,0367J00212000000,50,5415.1
6913019,0367J00253000000,3,3820.41
6913020,0367J00256000000,14,7945.95
6913021,0367K00009000000,1,909.72
6913022,0367K00057000000,1,47.3
6913023,0367K00357000000,92,6224.01
6913024,0367L00075000000,1,92.66
6913025,0367L00086000000,1,44.94
6913026,0367L00105000000,1,80.88
6913027,0367L00199000000,1,46.33
6913028,0367L00245000000,6,1684.94
6913029,0367M00030000000,4,3585.22
6913030,0367M00128000000,1,2203.06
6913031,0367M00168000000,1,480.85
6913032,0367M00272000000,8,1958.08
6913033,0367N00067000000,1,6.62
6913034,0367N00069000000,3,386.02
6913035,0367N00078000000,4,2703.32
6913036,0367N00145000000,7,5896.23
6913037,0367N00161000000,12,2020.53
6913038,0367N00174000000,24,3632.63
6913039,0367N00224000000,64,5448.67
6913040,0367N00230000000,68,6147.52
6913041,0367N00234000000,4,1013.24
6913042,0367N00236000000,101,5916.28
6913043,0367N00240000000,98,6280.35
6913044,0367N00249000000,49,1233.75
6913045,0367N00296000000,43,4400.84
6913046,0367N00302000000,54,4378.74
6913047,0367N00312000000,18,1512.72
6913048,0367N00329000000,1,32.64
6913049,0367N00336000000,8,26209.05
6913050,0367N00350000000,1,66.22
6913051,0367P00236000000,44,5303.99
6913052,0367P00250000000,77,1402.51
6913053,0367P00257000000,43,1564.33
6913054,0367P00262000000,102,5714.1
6913055,0367P00265000000,96,5428.24
6913056,0367P00331000000,1,154.44
6913057,0367R00006000000,1,180.69
6913058,0367R00065000000,1,14.19
6913059,0367R00118000000,1,25.74
6913060,0367R00176000000,1,57.64
6913061,0367R00181000000,66,30216.64
6913062,0367R00258000000,92,9112.77
6913063,0367R00313000000,72,15853.71
6913064,0368A00022000000,30,5044.73
6913065,0368A00063000000,70,17893.39
6913066,0368A00144000000,53,492.65
6913067,0368A00160000000,54,11902.74
6913068,0368A00202000000,7,446.5
6913069,0368A00232000000,44,5411.2
6913070,0368A00311000000,32,94.86
6913071,0368B00034000000,1,520.03
6913072,0368B00074000000,3,844.39
6913073,0368B00244000000,10,6966.22
6913074,0368B00249000000,1,1722.49
6913075,0368B00269000000,1,1855.79
6913076,0368B00271000000,1,363.26
6913077,0368B00296000000,4,5716.99
6913078,0368B00344000000,79,13677
6913079,0368B00356000000,107,16041.47
6913080,0368C00199000000,2,23.44
6913081,0368C00284000000,67,1231.21
6913082,0368C00299000000,2,2698.69
6913083,0368D00073000000,70,6041.03
6913084,0368D00112000000,36,14981.96
6913085,0368D00139000000,8,2167.88
6913086,0368D00167000000,1,1389.37
6913087,0368E00073000000,49,10544.39
6913088,0368E00082000000,50,6908.12
6913089,0368E00101000000,1,835.44
6913090,0368E00122000000,5,3329.24
6913091,0368E00154000000,65,8376.95
6913092,0368E00173000000,4,248.28
6913093,0368E00177000000,99,903.83
6913094,0368E00200000000,1,458.93
6913095,0368E00274000000,20,1842.16
6913096,0368E00344000000,1,318.45
6913097,0368E00359000000,3,1086.51
6913098,0368F00008000000,96,24951.32
6913099,0368F00093000000,1,2237.81
6913100,0368F00122000000,1,675.98
6913101,0368F00142000000,1,325.42
6913102,0368F00154000000,1,2007.99
6913103,0368F00166000000,1,1764.78
6913104,0368F00181000000,24,1411.75
6913105,0368F00277000000,41,77.09
6913106,0368F00331000000,1,454.08
6913107,0368G00021000000,5,3951.54
6913108,0368G00074000000,3,1076.31
6913109,0368G00097000000,1,3608.8
6913110,0368G00126000000,1,31.2
6913111,0368G00158000000,1,641.32
6913112,0368G00334000000,1,291.84
6913113,0368G00347000000,2,2862.52
6913114,0368G00365000000,2,748.63
6913115,0368G00373000000,2,3524.62
6913116,0368H00088000000,5,8663.57
6913117,0368H00139000000,1,1555.93
6913118,0368H00141000000,2,3.78
6913119,0368H00208000000,1,2228.9
6913120,0368H00256000000,9,11146.55
6913121,0368H00261000000,1,370.3
6913122,0368H00296000000,1,328.74
6913123,0368J00037000000,89,6445.5
6913124,0368J00048000000,38,21743.62
6913125,0368J00053000000,55,27133.92
6913126,0368J00118000000,97,10709.1
6913127,0368J00123000000,58,1282.95
6913128,0368J00126000000,83,8094.83
6913129,0368J00140000000,31,379.15
6913130,0368J00142000000,68,849.58
6913131,0368J00145000000,47,972.68
6913132,0368J00148000000,107,5087.2
6913133,0368J00171000000,1,14.6
6913134,0368J00178000000,69,170.01
6913135,0368J00182000000,10,1053.69
6913136,0368J00192000000,1,143.32
6913137,0368J00197000000,50,820.71
6913138,0368J00201000000,91,7876.36
6913139,0368J00204000000,65,686.32
6913140,0368K00064000000,6,5586.96
6913141,0368K00079000000,1,151.36
6913142,0368K00117000000,1,402.11
6913143,0368K00140000000,1,1262.6
6913144,0368K00165000000,1,245.47
6913145,0368K00280000000,2,727.21
6913146,0368K00327000000,1,174.06
6913147,0368L00174000000,1,136.24
6913148,0368L00197000000,2,4.73
6913149,0368L00295000000,3,8700
6913150,0368M00004000000,1,64.33
6913151,0368M00032000000,2,360.34
6913152,0368M00051000000,3,6966.65
6913153,0368M00131000000,1,198.66
6913154,0368M00175000000,22,72.76
6913155,0368N00012000000,1,155.15
6913156,0368N00017000000,3,2613.05
6913157,0368N00046000000,59,1805.18
6913158,0368N00047000000,31,13361.75
6913159,0368N00060000000,4,738.32
6913160,0368N00081000000,69,7446.24
6913161,0368N00089000000,46,21114.67
6913162,0368N00093000000,1,17.35
6913163,0368N00101000000,2,502.52
6913164,0368N00105000000,8,5800.65
6913165,0368N00107000000,98,8213.36
6913166,0368N00114000000,1,51.08
6913167,0368N00237000000,2,1365.78
6913168,0368P00106000000,28,6053.43
6913169,0368P00128000000,2,1751.48
6913170,0368P00135000000,1,317.86
6913171,0368P00212000000,82,6845.69
6913172,0368P00238000000,12,434.71
6913173,0368P00244000000,18,15936.58
6913174,0368P00274000000,13,69.48
6913175,0368P00276000000,58,5345.69
6913176,0368R00105000000,2,738.6
6913177,0368R00290000000,1,2321.68
6913178,0368S00072000000,1,1438.74
6913179,0368S00087000000,1,1592.8
6913180,0368S00101000000,1,428.46
6913181,0368S00128000000,1,213.8
6913182,0368S00149000000,5,5866.1
6913183,0368S00167000000,3,2641.32
6913184,0368S00239000000,1,291.37
6913185,0369A00055000000,1,1642.5
6913186,0369A00068000000,1,396.95
6913187,0369A00107000000,27,22058.56
6913188,0369A00168000000,2,391.44
6913189,0369A00197000000,1,2788.31
6913190,0369A00204000000,1,225.15
6913191,0369A00208000000,2,2137.88
6913192,0369A00212000000,1,355.7
6913193,0369B00047000000,1,32.64
6913194,0369B00064000000,1,771.94
6913195,0369B00071000000,2,4694.89
6913196,0369B00090000000,6,2095.16
6913197,0369B00123000000,18,4426.79
6913198,0369B00142000000,18,5532.58
